index,task_name,vm_assigned,start_time,exec_time,finish_time,wait_time
6,task-1-6,vm3,0.002111,0.23400000000037835,0.233799,0.0
1,task-1-1,vm3,0.0,0.35900000000037835,0.358808,0.0
0,task-10-0,vm4,0.0,6.04700000000048,6.039741,0.0
2,task-10-2,vm3,0.001114,11.484000000000378,11.486658,0.0
9,task-10-9,vm4,0.002111,11.936999999999898,11.931662,0.0
25,task-10-25,vm4,0.002111,18.54700000000048,18.543029,0.0
7,task-10-7,vm3,0.002111,22.54700000000048,22.552242,0.0
10,task-1-10,vm3,0.233799,22.46900000000096,22.697356,0.23400000000037835
14,task-1-14,vm3,0.358808,22.46900000000096,22.818266,0.35900000000037835
13,task-10-13,vm4,0.002111,23.765000000001237,23.765339,0.0
3,task-1-3,vm2,0.001114,23.890000000001237,23.896117,0.0
5,task-1-5,vm2,0.001114,24.15600000000086,24.156736,0.0
16,task-10-16,vm4,0.002111,29.686999999999898,29.678621,0.0
19,task-10-19,vm3,11.486658,22.438000000000102,33.925259,11.484000000000378
27,task-10-27,vm4,0.002111,35.60900000000038,35.607865,0.0
17,task-10-17,vm4,0.002111,41.51500000000124,41.513694,0.0
22,task-10-22,vm3,22.552242,22.436999999999898,44.985929,22.54700000000048
26,task-1-26,vm3,22.697356,22.42199999999866,45.125131,22.70300000000134
28,task-10-28,vm4,0.003119,47.5,47.496667,0.0
29,task-10-29,vm4,6.039741,47.35900000000038,53.406703,6.04700000000048
11,task-10-11,vm2,23.896117,29.79699999999866,53.690191,23.890000000001237
23,task-10-23,vm2,24.156736,49.8119999999999,73.967788,24.15600000000086
24,task-1-24,vm2,53.690191,30.53100000000086,84.212892,53.6869999999999
4,task-10-4,vm1,0.001114,-1,117.629908,117.625
8,task-1-8,vm1,117.629908,26.311999999999898,143.935395,117.625
12,task-1-12,vm1,143.935395,21.813000000000102,165.749687,143.9369999999999
15,task-1-15,vm1,165.749687,2.8430000000007567,168.589929,165.75
18,task-1-18,vm1,168.589929,15.781999999999243,184.366839,168.59300000000076
20,task-1-20,vm1,184.366839,66.75,251.122468,184.375
21,task-1-21,vm1,251.122468,21.265000000001237,272.382411,251.125
