,makespan,avg_exec,avg_wait,throughput,imbalance,resource_util
SMA,110.75940000000028,19.296920689655224,9.157610344827678,0.34859595784376285,1.5887284643482047,0.4291765971411726
FCFS,375.47640000000047,20.62418461538455,44.58287692307681,0.0722660614850787,0.9867051067154303,0.0968419205121063
RR,405.4656999999999,19.69458461538454,48.76974999999998,0.06621972998929126,1.0399148852133362,0.08601548697481999
SHC,208.50620000000072,21.426938355227175,17.60534520160551,0.1684912187496857,1.326200005664107,0.23058191195558
